ckey,lat,long,alt
D11_20190202_211438_9653,31.64187,-95.60373,95.1082320737894
D11_20190202_211438_9653,31.64097,-95.60105,96.0593143945273
D11_20190202_211438_9653,31.63987,-95.59876,97.0199075384726
D11_20190202_211438_9653,31.63896,-95.59617,97.9901066138573
D11_20190202_211438_9653,31.63805,-95.59388,98.9700076799959
D11_20190202_211438_9653,31.63708,-95.59182,99.9597077567958
D11_20190202_211438_9653,31.63611,-95.58945,100.959304834364
D11_20190202_211438_9653,31.63521,-95.58724,101.968897882707
D11_20190202_211438_9653,31.63404,-95.58495,102.988586861535
D11_20190202_211438_9653,31.63314,-95.58228,104.01847273015
D11_20190202_211438_9653,31.63217,-95.57999,105.058657457451
D11_20190202_211438_9653,31.63132,-95.5777,106.109244032026
D11_20190202_211438_9653,31.63048,-95.57571,107.170336472346
D11_20190202_211438_9653,31.62951,-95.57365,108.24203983707
D11_20190202_211438_9653,31.62861,-95.57129,109.32446023544
D11_20190202_211438_9653,31.62757,-95.569,110.417704837795
D11_20190202_211438_9653,31.62673,-95.56648,111.521881886173
D11_20190202_211438_9653,31.62582,-95.56442,112.637100705034
D11_20190202_211438_9653,31.62485,-95.56213,113.763471712085
D11_20190202_211438_9653,31.62375,-95.55961,114.901106429206
D11_20190202_211438_9653,31.62272,-95.55694,116.050117493498
D11_20190202_211438_9653,31.62187,-95.55427,117.210618668433
D11_20190202_211438_9653,31.62084,-95.55221,118.382724855117
D11_20190202_211438_9653,31.61987,-95.54962,119.566552103668
D11_20190202_211438_9653,31.61877,-95.5471,120.762217624705
D11_20190202_211438_9653,31.61793,-95.54458,121.969839800952
D11_20190202_211438_9653,31.61689,-95.54237,123.189538198961
D11_20190202_211438_9653,31.61592,-95.54,124.421433580951
D11_20190202_211438_9653,31.61501,-95.53749,125.66564791676
D11_20190202_211438_9653,31.6141,-95.53527,126.922304395928
D11_20190202_211438_9653,31.61307,-95.53298,128.191527439887
D11_20190202_211438_9653,31.6121,-95.53054,129.473442714286
D11_20190202_211438_9653,31.61125,-95.52818,130.768177141429
D11_20190202_211438_9653,31.61035,-95.52612,132.075858912843
D11_20190202_211438_9653,31.60944,-95.52391,133.396617501972
D11_20190202_211438_9653,31.60853,-95.52169,134.730583676992
D11_20190202_211438_9653,31.60763,-95.51941,136.077889513761
D11_20190202_211438_9653,31.60665,-95.51719,137.438668408899
D11_20190202_211438_9653,31.60562,-95.51475,138.813055092988
D11_20190202_211438_9653,31.60478,-95.51216,140.201185643918
D11_20190202_211438_9653,31.6038,-95.5101,141.603197500357
D11_20190202_211438_9653,31.60296,-95.50774,143.019229475361
D11_20190202_211438_9653,31.60192,-95.50568,144.449421770114
D11_20190202_211438_9653,31.60089,-95.50316,145.893915987815
D11_20190202_211438_9653,31.59998,-95.50057,147.352855147694
D11_20190202_211438_9653,31.59914,-95.49835,148.82638369917
D11_20190202_211438_9653,31.5983,-95.4963,150.314647536162
D11_20190202_211438_9653,31.59745,-95.49424,151.817794011524
D11_20190202_211438_9653,31.59648,-95.49218,153.335971951639
D11_20190202_211438_9653,31.59551,-95.48981,154.869331671155
D11_20190202_211438_9653,31.5946,-95.4876,156.418024987867
D11_20190202_211438_9653,31.59363,-95.48524,157.982205237746
D11_20190202_211438_9653,31.59272,-95.48295,159.562027290123
D11_20190202_211438_9653,31.59181,-95.48059,161.157647563024
D11_20190202_211438_9653,31.59084,-95.47838,162.769224038655
D11_20190202_211438_9653,31.59026,-95.47601,164.396916279041
D11_20190202_211438_9653,31.58902,-95.47441,166.040885441832
D11_20190202_211438_9653,31.58805,-95.47144,167.70129429625
D11_20190202_211438_9653,31.58715,-95.469,169.378307239212
D11_20190202_211438_9653,31.5863,-95.46618,171.072090311605
D11_20190202_211438_9653,31.58553,-95.46328,172.782811214721
D11_20190202_211438_9653,31.58482,-95.46054,174.510639326868
D11_20190202_211438_9653,31.58384,-95.45833,176.255745720136
D11_20190202_211438_9653,31.583,-95.45558,178.018303177338
D11_20190202_211438_9653,31.5819,-95.45345,179.798486209111
D11_20190202_211438_9653,31.58079,-95.45078,181.596471071202
D11_20190202_211438_9653,31.57975,-95.44849,183.412435781914
D11_20190202_211438_9653,31.57859,-95.44643,185.246560139734
D11_20190202_211438_9653,31.57748,-95.44415,187.099025741131
D11_20190202_211438_9653,31.57612,-95.44209,188.970015998542
D11_20190202_211438_9653,31.57508,-95.43957,190.859716158528
D11_20190202_211438_9653,31.57404,-95.43766,192.768313320113
D11_20190202_211438_9653,31.57287,-95.43576,194.695996453314
D11_20190202_211438_9653,31.5715,-95.43339,196.642956417847
D11_20190202_211438_9653,31.57027,-95.43065,198.609385982026
D11_20190202_211438_9653,31.5691,-95.42813,200.595479841846
D11_20190202_211438_9653,31.56793,-95.42554,202.601434640264
D11_20190202_211438_9653,31.56676,-95.42295,204.627448986667
D11_20190202_211438_9653,31.5656,-95.42013,200.534900006934
D11_20190202_211438_9653,31.56456,-95.41739,196.524202006795
D11_20190202_211438_9653,31.56378,-95.41472,192.593717966659
D11_20190202_211438_9653,31.5628,-95.41266,188.741843607326
D11_20190202_211438_9653,31.56183,-95.41038,184.967006735179
D11_20190202_211438_9653,31.56092,-95.40778,181.267666600476
D11_20190202_211438_9653,31.56008,-95.4055,177.642313268466
D11_20190202_211438_9653,31.5591,-95.40337,174.089467003097
D11_20190202_211438_9653,31.55813,-95.40108,170.607677663035
D11_20190202_211438_9653,31.55709,-95.39895,167.195524109774
D11_20190202_211438_9653,31.55592,-95.39666,163.851613627579
D11_20190202_211438_9653,31.55495,-95.39414,160.574581355027
D11_20190202_211438_9653,31.55397,-95.39209,157.363089727927
D11_20190202_211438_9653,31.55306,-95.3898,154.215827933368
D11_20190202_211438_9653,31.55222,-95.38752,151.131511374701
D11_20190202_211438_9653,31.55131,-95.38531,148.108881147207
D11_20190202_211438_9653,31.55053,-95.38264,145.146703524263
D11_20190202_211438_9653,31.54962,-95.38051,142.243769453777
D11_20190202_211438_9653,31.54884,-95.37776,139.398894064702
D11_20190202_211438_9653,31.54813,-95.37533,136.610916183408
D11_20190202_211438_9653,31.54729,-95.37319,133.87869785974
D11_20190202_211438_9653,31.54638,-95.37076,131.201123902545
D11_20190202_211438_9653,31.54553,-95.36809,128.577101424494
D11_20190202_211438_9653,31.54482,-95.36558,126.005559396004
D11_20190202_211438_9653,31.54391,-95.36337,123.485448208084
D11_20190202_211438_9653,31.54313,-95.36078,121.015739243922
D11_20190202_211438_9653,31.54235,-95.35849,118.595424459044
D11_20190202_211438_9653,31.54151,-95.35621,116.223515969863
D11_20190202_211438_9653,31.5406,-95.35393,113.899045650466
D11_20190202_211438_9653,31.53949,-95.35149,111.621064737456
D11_20190202_211438_9653,31.53865,-95.34882,109.388643442707
D11_20190202_211438_9653,31.53761,-95.34669,107.200870573853
D11_20190202_211438_9653,31.5367,-95.34448,105.056853162376
D11_20190202_211438_9653,31.53559,-95.3425,102.955716099128
D11_20190202_211438_9653,31.53442,-95.34021,100.896601777146
D11_20190202_211438_9653,31.53331,-95.33785,98.8786697416029
D11_20190202_211438_9653,31.5324,-95.33549,96.9010963467709
D11_20190202_211438_9653,31.53143,-95.33351,94.9630744198355
D11_20190202_211438_9653,31.53045,-95.33138,93.0638129314388
D11_20190202_211438_9653,31.52954,-95.32925,91.20253667281
D11_20190202_211438_9653,31.52837,-95.32719,89.3784859393538
D11_20190202_211438_9653,31.52753,-95.32445,87.5909162205667
D11_20190202_211438_9653,31.52642,-95.32239,85.8390978961554
D11_20190202_211438_9653,31.52557,-95.3198,84.1223159382323
D11_20190202_211438_9653,31.52453,-95.31767,82.4398696194676
D11_20190202_211438_9653,31.52369,-95.31508,80.7910722270782
D11_20190202_211438_9653,31.52271,-95.31303,79.1752507825367
D11_20190202_211438_9653,31.5218,-95.31059,77.591745766886
D11_20190202_211438_9653,31.52102,-95.30831,76.0399108515482
D11_20190202_211438_9653,31.52031,-95.30625,74.5191126345173
D11_20190202_211438_9653,31.51914,-95.30442,73.0287303818269
D11_20190202_211438_9653,31.51816,-95.30153,71.5681557741904
D11_20190202_211438_9653,31.51725,-95.29917,70.1367926587066
D11_20190202_211438_9653,31.51634,-95.29689,68.7340568055324
D11_20190202_211438_9653,31.51517,-95.29453,67.3593756694218
D11_20190202_211438_9653,31.51426,-95.29171,66.0121881560333
D11_20190202_211438_9653,31.51347,-95.2895,64.6919443929127
D11_20190202_211438_9653,31.51269,-95.28745,63.3981055050544
D11_20190202_211438_9653,31.51172,-95.28554,62.1301433949533
D11_20190202_211438_9653,31.51081,-95.28296,60.8875405270543
D11_20190202_211438_9653,31.50977,-95.2806,59.6697897165132
D11_20190202_211438_9653,31.50879,-95.27778,58.4763939221829
D11_20190202_211438_9653,31.50807,-95.27534,57.3068660437392
D11_20190202_211438_9653,31.50723,-95.27344,56.1607287228645
D11_20190202_211438_9653,31.50632,-95.27116,55.0375141484072
D11_20190202_211438_9653,31.5054,-95.26888,53.936763865439
D11_20190202_211438_9653,31.50449,-95.26682,52.8580285881302
D11_20190202_211438_9653,31.50352,-95.26461,51.8008680163676
D11_20190202_211438_9653,31.50261,-95.26225,50.7648506560403
D11_20190202_211438_9653,31.50163,-95.2602,49.7495536429195
D11_20190202_211438_9653,31.50078,-95.25784,48.7545625700611
D11_20190202_211438_9653,31.49961,-95.25578,47.7794713186599
D11_20190202_211438_9653,31.4987,-95.25297,46.8238818922867
D11_20190202_211438_9653,31.49766,-95.25069,45.8874042544409
D11_20190202_211438_9653,31.49668,-95.24825,44.9696561693521
D11_20190202_211438_9653,31.4957,-95.24582,44.0702630459651
D11_20190202_211438_9653,31.49492,-95.24346,43.1888577850458
D11_20190202_211438_9653,31.49368,-95.24155,42.3250806293448
D11_20190202_211438_9653,31.49271,-95.23851,41.4785790167579
D11_20190202_211438_9653,31.49166,-95.23608,40.6490074364228
D11_20190202_211438_9653,31.49088,-95.23356,39.8360272876943
D11_20190202_211438_9653,31.48991,-95.23159,39.0393067419404
D11_20190202_211438_9653,31.48899,-95.22915,38.2585206071016
D11_20190202_211438_9653,31.48802,-95.22694,37.4933501949596
D11_20190202_211438_9653,31.48697,-95.22459,36.7434831910604
D11_20190202_211438_9653,31.486,-95.22192,36.0086135272392
D11_20190202_211438_9653,31.48502,-95.21957,35.2884412566944
D11_20190202_211438_9653,31.48404,-95.21728,34.5826724315605
D11_20190202_211438_9653,31.48319,-95.21492,33.8910189829293
D11_20190202_211438_9653,31.48228,-95.21279,33.2131986032707
D11_20190202_211438_9653,31.48124,-95.21066,32.5489346312053
D11_20190202_211438_9653,31.48039,-95.20823,31.8979559385812
D11_20190202_211438_9653,31.47941,-95.2061,31.2599968198096
D11_20190202_211438_9653,31.47844,-95.20382,30.6347968834134
D11_20190202_211438_9653,31.47746,-95.20138,30.0221009457451
D11_20190202_211438_9653,31.47648,-95.19903,29.4216589268302
D11_20190202_211438_9653,31.4755,-95.19667,28.8332257482936
D11_20190202_211438_9653,31.47472,-95.19423,28.2565612333277
D11_20190202_211438_9653,31.474,-95.19233,27.6914300086612
D11_20190202_211438_9653,31.47322,-95.19051,27.137601408488
D11_20190202_211438_9653,31.47237,-95.18853,26.5948493803182
D11_20190202_211438_9653,31.47153,-95.1864,26.0629523927118
D11_20190202_211438_9653,31.47055,-95.18442,25.5416933448576
D11_20190202_211438_9653,31.4697,-95.18199,25.0308594779604
D11_20190202_211438_9653,31.46898,-95.17993,24.5302422884012
D11_20190202_211438_9653,31.46807,-95.17803,24.0396374426332
D11_20190202_211438_9653,31.46722,-95.17552,23.5588446937805
D11_20190202_211438_9653,31.46631,-95.17347,23.0876677999049
D11_20190202_211438_9653,31.46533,-95.17119,22.6259144439068
D11_20190202_211438_9653,31.46442,-95.16868,22.1733961550287
D11_20190202_211438_9653,31.4635,-95.16663,21.7299282319281
D11_20190202_211438_9653,31.46259,-95.1645,21.2953296672896
D11_20190202_211438_9653,31.46161,-95.16229,20.8694230739438
D11_20190202_211438_9653,31.46076,-95.15986,20.4520346124649
D11_20190202_211438_9653,31.45972,-95.15788,20.0429939202156
D11_20190202_211438_9653,31.45881,-95.15522,19.6421340418113
D11_20190202_211438_9653,31.45789,-95.15286,19.2492913609751
D11_20190202_211438_9653,31.45705,-95.15066,18.8643055337556
D11_20190202_211438_9653,31.4562,-95.14868,18.4870194230804
D11_20190202_211438_9653,31.45515,-95.14655,18.1172790346188
D11_20190202_211438_9653,31.45417,-95.14397,17.7549334539265
D11_20190202_211438_9653,31.45339,-95.14146,17.3998347848479
D11_20190202_211438_9653,31.45235,-95.13956,17.051838089151
D11_20190202_211438_9653,31.4515,-95.1369,16.710801327368
D11_20190202_211438_9653,31.45052,-95.13469,16.3765853008206
D11_20190202_211438_9653,31.44947,-95.13211,16.0490535948042
D11_20190202_211438_9653,31.44863,-95.12952,15.7280725229081
D11_20190202_211438_9653,31.44771,-95.12747,15.4135110724499
D11_20190202_211438_9653,31.44673,-95.12527,15.1052408510009
D11_20190202_211438_9653,31.44602,-95.12291,14.8031360339809
D11_20190202_211438_9653,31.44471,-95.12124,14.5070733133013
D11_20190202_211438_9653,31.4438,-95.1182,14.2169318470353
D11_20190202_211438_9653,31.44295,-95.11607,13.9325932100946
D11_20190202_211438_9653,31.44197,-95.11394,13.6539413458927
D11_20190202_211438_9653,31.44099,-95.11166,13.3808625189748
D11_20190202_211438_9653,31.43994,-95.10946,13.1132452685953
D11_20190202_211438_9653,31.4389,-95.10695,12.8509803632234
D11_20190202_211438_9653,31.43838,-95.10451,12.5939607559589
D11_20190202_211438_9653,31.43687,-95.1033,12.3420815408398
D11_20190202_211438_9653,31.43603,-95.09988,12.095239910023
D11_20190202_211438_9653,31.43511,-95.0979,11.8533351118225
D11_20190202_211438_9653,31.43426,-95.09578,11.6162684095861
D11_20190202_211438_9653,31.43322,-95.09372,11.3839430413943
D11_20190202_211438_9653,31.43211,-95.09144,11.1562641805665
D11_20190202_211438_9653,31.43113,-95.08871,10.9331388969551
D11_20190202_211438_9653,31.43034,-95.08628,10.714476119016
D11_20190202_211438_9653,31.42943,-95.08438,10.5001865966357
D11_20190202_211438_9653,31.42851,-95.0821,10.290182864703
D11_20190202_211438_9653,31.4276,-95.07966,10.0843792074089
D11_20190202_211438_9653,31.42668,-95.07739,9.88269162326074
D11_20190202_211438_9653,31.4259,-95.07518,9.68503779079553
D11_20190202_211438_9653,31.42492,-95.07313,9.49133703497962
D11_20190202_211438_9653,31.424,-95.0707,9.30151029428003
D11_20190202_211438_9653,31.42302,-95.06842,9.11548008839442
D11_20190202_211438_9653,31.4223,-95.06614,8.93317048662654
D11_20190202_211438_9653,31.42132,-95.06424,8.754507076894
D11_20190202_211438_9653,31.42041,-95.06181,8.57941693535612
D11_20190202_211438_9653,31.41936,-95.05961,8.407828596649
D11_20190202_211438_9653,31.41845,-95.05725,8.23967202471602
D11_20190202_211438_9653,31.41753,-95.05505,8.0748785842217
D11_20190202_211438_9653,31.41662,-95.053,7.91338101253727
D11_20190202_211438_9653,31.4157,-95.05079,7.75511339228652
D11_20190202_211438_9653,31.41472,-95.04867,7.60001112444079
D11_20190202_211438_9653,31.41361,-95.04624,7.44801090195197
D11_20190202_211438_9653,31.41257,-95.04365,7.29905068391293
D11_20190202_211438_9653,31.41158,-95.04122,7.15306967023467
D11_20190202_211438_9653,31.41073,-95.03894,7.01000827682998
D11_20190202_211438_9653,31.40988,-95.03689,6.86980811129338
D11_20190202_211438_9653,31.4089,-95.03492,6.73241194906751
D11_20190202_211438_9653,31.40792,-95.03264,6.59776371008616
D11_20190202_211438_9653,31.40688,-95.03028,6.46580843588444
D11_20190202_211438_9653,31.40596,-95.02778,6.33649226716675
D11_20190202_211438_9653,31.40505,-95.02565,6.20976242182342
D11_20190202_211438_9653,31.40406,-95.0233,6.08556717338695
D11_20190202_211438_9653,31.40308,-95.02094,5.96385582991921
D11_20190202_211438_9653,31.4023,-95.01859,5.84457871332082
D11_20190202_211438_9653,31.40119,-95.01661,5.72768713905441
D11_20190202_211438_9653,31.4002,-95.01373,5.61313339627332
D11_20190202_211438_9653,31.39916,-95.01122,5.50087072834785
D11_20190202_211438_9653,31.39831,-95.00872,5.3908533137809
D11_20190202_211438_9653,31.39805,-95.00667,5.28303624750528
D11_20190202_211438_9653,31.3949,-95.00598,5.17737552255517
D11_20190202_211438_9653,31.39242,-94.99824,5.07382801210407
D11_20190202_211438_9653,31.3898,-94.99231,4.97235145186199
D11_20190202_211438_9653,31.38712,-94.98624,4.87290442282475
D11_20190202_211438_9653,31.38483,-94.97986,4.77544633436825
D11_20190202_211438_9653,31.3824,-94.97432,4.67993740768089
D11_20190202_211438_9653,31.37992,-94.9684,4.58633865952727
D11_20190202_211438_9653,31.3773,-94.96218,4.49461188633672
D11_20190202_211438_9653,31.37441,-94.9558,4.40471964860999
D11_20190202_211438_9653,31.37179,-94.94927,4.31662525563779
D11_20190202_211438_9653,31.36904,-94.94259,4.23029275052503
D11_20190202_211438_9653,31.36675,-94.93584,4.14568689551453
D11_20190202_211438_9653,31.36445,-94.93007,4.06277315760424
D11_20190202_211438_9653,31.36196,-94.924,3.98151769445216
D11_20190202_211438_9653,31.35947,-94.9177,3.90188734056312
D11_20190202_211438_9653,31.35692,-94.91125,3.82384959375185
D11_20190202_211438_9653,31.35482,-94.90465,3.74737260187682
D11_20190202_211438_9653,31.35259,-94.89888,3.67242514983928
D11_20190202_211438_9653,31.35068,-94.89281,3.59897664684249
D11_20190202_211438_9653,31.34845,-94.8875,3.52699711390564
D11_20190202_211438_9653,31.34629,-94.88181,3.45645717162753
D11_20190202_211438_9653,31.34419,-94.87673,3.38732802819498
D11_20190202_211438_9653,31.34216,-94.87218,3.31958146763108
D11_20190202_211438_9653,31.34013,-94.86786,3.25318983827846
D11_20190202_211438_9653,31.33803,-94.86384,3.18812604151289
D11_20190202_211438_9653,31.33646,-94.8599,3.12436352068263
D11_20190202_211438_9653,31.33561,-94.85702,3.06187625026898
D11_20190202_211438_9653,31.33436,-94.85634,3.0006387252636
D11_20190202_211438_9653,31.33417,-94.85459,2.94062595075833
D11_20190202_211438_9653,31.33293,-94.85475,2.88181343174316
D11_20190202_211438_9653,31.33253,-94.85315,2.8241771631083
